YEAR,SAMPLE,SERIAL,HHWT,CLUSTER,REGION,STATEFIP,STRATA,GQ,PERNUM,PERWT,FAMUNIT,MOMLOC,POPLOC,RELATE,RELATED,SEX,AGE,MARST,RACE,RACED,BPL,BPLD,MBPL,MBPLD,FBPL,FBPLD,SCHOOL,SCHLMNTH,LIT,OCC,OCCSCORE,StateName,BirthplaceName,OccupationTitle
1900,190002,3139301,100.0,1900031393011,21,18,38711809701,1,1,100.0,1,0,0,1,101,1,44,1,2,200,18,1800,18,1800,18,1800,1,99.0,4,214,23,,,
1900,190002,5059101,100.0,1900050591011,31,24,60812451000,1,4,100.0,1,2,1,3,301,1,9,6,2,200,24,2400,24,2400,24,2400,1,99.0,0,999,0,Maryland,Maryland,Not in labor force / missing
1900,190002,1522601,100.0,1900015226011,31,13,18311303301,1,3,100.0,1,2,1,3,301,2,5,6,2,200,13,1300,13,1300,13,1300,1,99.0,0,999,0,Illinois,Illinois,Not in labor force / missing
1900,190002,57101,101.0,1900000571011,32,1,720102302,1,5,101.0,1,2,1,3,301,1,3,6,2,200,1,100,1,100,1,100,1,99.0,0,999,0,Alabama,Alabama,Not in labor force / missing
1900,190002,997701,100.0,1900009977011,41,8,11810800502,1,2,100.0,1,0,0,2,201,2,39,1,2,200,51,5100,51,5100,36,3600,1,99.0,4,999,0,,Virginia,Not in labor force / missing
1900,190002,258401,100.0,1900002584011,32,1,3210109701,1,3,100.0,1,1,0,3,301,1,21,6,2,200,1,100,1,100,1,100,1,99.0,4,71,25,Alabama,Alabama,
1900,190002,5033601,101.0,1900050336011,31,24,60512400300,1,7,101.0,1,2,1,3,301,2,8,6,2,200,24,2400,24,2400,24,2400,1,99.0,0,999,0,Maryland,Maryland,Not in labor force / missing
1900,190002,12387201,101.0,1900123872011,31,45,151424500100,1,1,101.0,1,0,0,1,101,2,29,5,2,200,13,1300,13,1300,13,1300,1,99.0,1,29,6,South Carolina,Illinois,Other laborers
1900,190002,3026001,100.0,1900030260011,21,18,37521806102,1,4,100.0,1,0,0,9,901,2,11,6,2,200,21,2100,21,2100,21,2100,2,6.0,4,304,0,,Massachusetts,No occupation reported / retired
1900,190002,12468801,100.0,1900124688011,31,45,152424502900,2,6,100.0,3,0,0,12,1211,2,60,2,2,200,45,4500,45,4500,45,4500,1,99.0,1,29,6,South Carolina,South Carolina,Other laborers
1900,190002,5200201,100.0,1900052002011,31,24,62512402701,1,2,100.0,1,0,0,2,201,2,26,1,2,200,24,2400,24,2400,24,2400,1,99.0,4,999,0,Maryland,Maryland,Not in labor force / missing
1900,190002,14150602,100.0,1900141506021,31,51,173915176002,1,1,100.0,1,0,0,1,101,1,30,1,2,200,51,5100,51,5100,51,5100,1,99.0,4,18,19,Virginia,Virginia,
1900,190002,1867601,101.0,1900018676011,31,13,22421327500,1,1,101.0,1,0,0,1,101,1,23,1,2,200,13,1300,13,1300,13,1300,1,99.0,1,5,14,Illinois,Illinois,Laborers (not farm)
1900,190002,1678001,100.0,1900016780011,31,13,20221313700,1,4,100.0,2,0,0,12,1217,1,20,6,2,200,13,1300,13,1300,13,1300,1,99.0,1,1,9,Illinois,Illinois,Farm laborers
1900,190002,4175302,100.0,1900041753021,22,20,50422020900,1,2,100.0,1,0,0,2,201,2,20,1,2,200,29,2900,29,2900,29,2900,1,99.0,4,999,0,,Missouri,Not in labor force / missing
1900,190002,1412301,100.0,1900014123011,31,12,17011205703,1,4,100.0,2,0,0,12,1211,2,48,6,2,200,17,1700,12,1200,12,1200,1,99.0,4,29,6,Georgia,Kentucky,Other laborers
1900,190002,13423801,100.0,1900134238011,33,48,164814823101,1,4,100.0,1,2,1,3,301,1,15,6,2,200,48,4800,47,4700,47,4700,1,99.0,3,1,9,Texas,Texas,Farm laborers
1900,190002,4747401,100.0,1900047474011,33,22,57222207103,1,3,100.0,1,2,1,3,301,2,18,6,2,200,22,2200,22,2200,421,42100,1,99.0,4,206,12,Louisiana,Louisiana,Machinists and metal workers
1900,190002,9585501,100.0,1900095855011,31,37,118123700700,1,3,100.0,2,0,0,12,1202,2,19,6,2,200,37,3700,37,3700,37,3700,1,99.0,4,1,9,North Carolina,North Carolina,Farm laborers
1900,190002,4216101,101.0,1900042161011,32,21,50922102100,1,3,101.0,2,0,0,12,1211,2,25,6,2,200,21,2100,21,2100,21,2100,1,99.0,4,29,6,Massachusetts,Massachusetts,Other laborers
1900,190002,1868201,101.0,1900018682011,31,13,22421327500,1,4,101.0,1,1,0,3,301,1,7,6,2,200,13,1300,13,1300,13,1300,1,99.0,0,999,0,Illinois,Illinois,Not in labor force / missing
1900,190002,12463301,101.0,1900124633011,31,45,152324502700,1,2,101.0,1,0,0,2,201,2,30,1,2,200,45,4500,45,4500,45,4500,1,99.0,4,999,0,South Carolina,South Carolina,Not in labor force / missing
1900,190002,13372301,100.0,1900133723011,33,48,164214820102,1,6,100.0,2,0,0,12,1217,1,23,1,2,200,48,4800,48,4800,48,4800,1,99.0,4,3,14,Texas,Texas,
1900,190002,1918401,100.0,1900019184011,31,13,23011332101,4,1,100.0,1,0,0,1,101,1,34,1,2,200,13,1300,13,1300,13,1300,1,99.0,4,39,20,Illinois,Illinois,Porters and janitors
1900,190002,6835001,101.0,1900068350011,32,28,82622812102,1,4,101.0,1,2,1,3,301,1,16,6,2,200,28,2800,28,2800,28,2800,1,99.0,1,1,9,Mississippi,Mississippi,Farm laborers
1900,190002,10925101,100.0,1900109251011,33,40,133924008301,1,1,100.0,1,0,0,1,101,1,56,1,2,200,1,100,45,4500,45,4500,1,99.0,1,39,20,Oklahoma,Alabama,Porters and janitors
1900,190002,1431701,100.0,1900014317011,31,12,17221207301,1,2,100.0,1,0,0,2,201,2,45,1,2,200,12,1200,12,1200,12,1200,1,99.0,1,999,0,Georgia,Georgia,Not in labor force / missing
1900,190002,13323102,101.0,1900133231021,33,48,163714816700,1,1,101.0,1,0,0,1,101,2,52,5,2,200,47,4700,47,4700,47,4700,1,99.0,1,39,20,Texas,Tennessee,Porters and janitors
1900,190002,1920201,101.0,1900019202011,31,13,23011332102,1,2,101.0,1,0,0,2,201,2,55,1,2,200,51,5100,51,5100,51,5100,1,99.0,1,999,0,Illinois,Virginia,Not in labor force / missing
1900,190002,5105701,100.0,1900051057011,31,24,61312451002,1,6,100.0,2,5,4,12,1203,1,22,6,2,200,24,2400,51,5100,24,2400,1,99.0,4,89,18,Maryland,Maryland,
1900,190002,1875301,100.0,1900018753011,31,13,22511328500,1,2,100.0,1,0,0,7,701,1,14,6,2,200,13,1300,13,1300,13,1300,1,99.0,1,89,18,Illinois,Illinois,
1900,190002,13935701,100.0,1900139357011,31,51,171215108301,1,8,100.0,2,0,0,12,1202,2,80,5,2,200,51,5100,51,5100,51,5100,1,99.0,1,999,0,Virginia,Virginia,Not in labor force / missing
1900,190002,1493501,100.0,1900014935011,31,13,17921301900,1,11,100.0,1,2,1,3,301,1,0,6,2,200,13,1300,13,1300,13,1300,1,99.0,0,999,0,Illinois,Illinois,Not in labor force / missing
1900,190002,12872701,100.0,1900128727011,32,47,157724707501,1,4,100.0,1,2,1,3,301,2,8,6,2,200,47,4700,47,4700,47,4700,2,2.0,0,999,0,Tennessee,Tennessee,Not in labor force / missing
1900,190002,6794501,101.0,1900067945011,32,28,82212810102,1,6,101.0,1,2,1,3,301,2,11,6,2,200,28,2800,28,2800,28,2800,2,3.0,4,999,0,Mississippi,Mississippi,Not in labor force / missing
1900,190002,12956501,101.0,1900129565011,32,47,158824711900,1,4,101.0,1,2,1,3,301,2,9,6,2,200,47,4700,47,4700,47,4700,1,99.0,0,999,0,Tennessee,Tennessee,Not in labor force / missing
1900,190002,4653201,101.0,1900046532011,33,22,56212202902,1,4,101.0,1,2,1,3,301,2,16,6,2,200,22,2200,22,2200,28,2800,1,99.0,1,1,9,Louisiana,Louisiana,Farm laborers
1900,190002,6694801,100.0,1900066948011,32,28,81012804900,1,2,100.0,1,0,0,2,201,2,29,1,2,200,28,2800,28,2800,28,2800,1,99.0,1,39,20,Mississippi,Mississippi,Porters and janitors
1900,190002,11374301,100.0,1900113743011,12,42,139414202900,1,2,100.0,1,0,0,2,201,2,25,1,2,200,24,2400,24,2400,24,2400,1,99.0,4,999,0,Pennsylvania,Maryland,Not in labor force / missing
1900,190002,3522101,100.0,1900035221011,22,19,42911905700,1,3,100.0,1,2,0,9,901,1,6,6,2,200,19,1900,17,1700,21,2100,2,9.0,0,999,0,,,Not in labor force / missing
1900,190002,6893001,100.0,1900068930011,32,28,83322815501,1,2,100.0,1,0,0,2,201,2,49,1,2,200,28,2800,51,5100,51,5100,1,99.0,1,999,0,Mississippi,Mississippi,Not in labor force / missing
1900,190002,6630001,100.0,1900066300011,32,28,80212801101,1,1,100.0,1,0,0,1,101,1,28,1,2,200,5,500,22,2200,22,2200,1,99.0,4,5,14,Mississippi,Arkansas,Laborers (not farm)
1900,190002,208801,100.0,1900002088011,32,1,2610108300,1,7,100.0,1,2,1,3,301,2,2,6,2,200,1,100,1,100,1,100,1,99.0,0,999,0,Alabama,Alabama,Not in labor force / missing
1900,190002,11530001,100.0,1900115300011,12,42,141114205101,1,3,100.0,1,2,1,3,301,2,13,6,2,200,42,4200,42,4200,51,5100,2,7.0,4,304,0,Pennsylvania,Pennsylvania,No occupation reported / retired
1900,190002,8017001,101.0,1900080170011,12,34,97023401500,1,5,101.0,2,0,0,12,1211,1,17,6,2,200,51,5100,51,5100,51,5100,1,99.0,4,1,9,New Jersey,Virginia,Farm laborers
1900,190002,153201,100.0,1900001532011,32,1,1910106703,1,3,100.0,1,2,1,3,301,1,1,6,2,200,1,100,1,100,1,100,1,99.0,0,999,0,Alabama,Alabama,Not in labor force / missing
1900,190002,6680501,101.0,1900066805011,32,28,80812804300,1,10,101.0,4,0,0,12,1202,1,32,6,2,200,28,2800,28,2800,13,1300,1,99.0,4,39,20,Mississippi,Mississippi,Porters and janitors
1900,190002,9887701,100.0,1900098877011,31,37,122023717900,1,4,100.0,1,2,1,3,301,1,3,6,2,200,37,3700,37,3700,37,3700,1,99.0,0,999,0,North Carolina,North Carolina,Not in labor force / missing
1900,190002,11088101,101.0,1900110881011,12,42,135824200300,1,2,101.0,1,0,0,2,201,2,45,1,2,200,21,2100,21,2100,21,2100,1,99.0,4,999,0,Pennsylvania,Massachusetts,Not in labor force / missing
1900,190002,362001,100.0,1900003620011,32,1,4410113102,1,6,100.0,1,0,1,3,301,1,1,6,2,200,1,100,1,100,1,100,1,99.0,0,999,0,Alabama,Alabama,Not in labor force / missing
1900,190002,14929801,100.0,1900149298011,33,40,185024090500,1,11,100.0,1,2,1,3,301,2,1,6,2,200,40,4010,47,4700,47,4700,1,99.0,0,999,0,Oklahoma,Oklahoma,Not in labor force / missing
1900,190002,5033301,100.0,1900050333011,31,24,60422400102,1,2,100.0,1,0,0,2,201,2,38,1,2,200,24,2400,24,2400,51,5100,1,99.0,1,999,0,Maryland,Maryland,Not in labor force / missing
1900,190002,12428501,100.0,1900124285011,31,45,151924501501,1,1,100.0,1,0,0,1,101,2,38,5,2,200,45,4500,45,4500,45,4500,1,99.0,1,5,14,South Carolina,South Carolina,Laborers (not farm)
1900,190002,6836501,100.0,1900068365011,32,28,82712812300,1,2,100.0,1,1,0,3,301,1,16,6,2,200,28,2800,13,1300,28,2800,1,99.0,4,1,9,Mississippi,Mississippi,Farm laborers
1900,190002,1722801,100.0,1900017228011,31,13,20721316702,1,2,100.0,1,0,0,2,201,2,36,1,2,200,13,1300,13,1300,13,1300,1,99.0,3,999,0,Illinois,Illinois,Not in labor force / missing
1900,190002,7457201,100.0,1900074572011,22,29,90212919502,3,2,100.0,2,0,0,13,1301,1,20,6,2,200,29,2900,29,2900,29,2900,1,99.0,4,999,0,Missouri,Missouri,Not in labor force / missing
1900,190002,12454101,100.0,1900124541011,31,45,152224502300,1,3,100.0,1,2,1,3,301,2,11,6,2,200,45,4500,45,4500,45,4500,2,8.0,4,304,0,South Carolina,South Carolina,No occupation reported / retired
1900,190002,1579701,100.0,1900015797011,31,13,19011307701,1,4,100.0,1,2,1,3,301,2,4,6,2,200,13,1300,13,1300,13,1300,1,99.0,0,999,0,Illinois,Illinois,Not in labor force / missing
1900,190002,4690301,101.0,1900046903011,33,22,56622204900,1,4,101.0,1,2,1,3,303,2,8,6,2,200,22,2200,22,2200,22,2200,1,99.0,0,999,0,Louisiana,Louisiana,Not in labor force / missing
1900,190002,4395402,100.0,1900043954021,32,21,53122111102,1,2,100.0,1,0,0,2,201,2,33,1,2,200,21,2100,21,2100,21,2100,1,99.0,1,999,0,Massachusetts,Massachusetts,Not in labor force / missing
1900,190002,1770401,100.0,1900017704011,31,13,21311320900,1,3,100.0,1,2,1,3,301,2,2,6,2,200,13,1300,13,1300,37,3700,1,99.0,0,999,0,Illinois,Illinois,Not in labor force / missing
1900,190002,1827501,100.0,1900018275011,31,13,21921324501,1,2,100.0,1,0,0,2,201,2,32,1,2,200,45,4500,45,4500,45,4500,1,99.0,1,999,0,Illinois,South Carolina,Not in labor force / missing
1900,190002,1876301,100.0,1900018763011,31,13,22511328500,1,2,100.0,1,0,0,2,201,2,30,1,2,200,13,1300,13,1300,13,1300,1,99.0,4,1,9,Illinois,Illinois,Farm laborers
1900,190002,1446301,100.0,1900014463011,31,12,17411208302,1,5,100.0,1,2,1,3,301,2,11,6,2,200,12,1200,12,1200,12,1200,2,4.0,3,304,0,Georgia,Georgia,No occupation reported / retired
1900,190002,14151101,101.0,1900141511011,31,51,173915176002,4,18,101.0,15,0,0,12,1202,1,46,2,2,200,51,5100,51,5100,51,5100,1,99.0,4,84,42,Virginia,Virginia,
1900,190002,518601,100.0,1900005186011,33,5,6410507302,1,2,100.0,1,0,0,2,201,2,45,1,2,200,45,4500,45,4500,45,4500,1,99.0,1,999,0,Arkansas,South Carolina,Not in labor force / missing
1900,190002,12448201,100.0,1900124482011,31,45,152124501902,1,3,100.0,1,2,1,3,301,1,29,6,2,200,45,4500,45,4500,45,4500,1,99.0,3,1,9,South Carolina,South Carolina,Farm laborers
1900,190002,13833201,100.0,1900138332011,31,51,169825100702,1,4,100.0,1,2,1,3,301,1,4,6,2,200,51,5100,51,5100,51,5100,1,99.0,0,999,0,Virginia,Virginia,Not in labor force / missing
1900,190002,9790801,100.0,1900097908011,31,37,120733712502,1,4,100.0,1,2,1,3,301,1,22,1,2,200,37,3700,37,3700,37,3700,1,99.0,4,214,23,North Carolina,North Carolina,
1900,190002,5042201,100.0,1900050422011,31,24,60612400500,1,8,100.0,3,0,0,12,1213,2,18,6,2,200,24,2400,24,2400,24,2400,1,99.0,4,29,6,Maryland,Maryland,Other laborers
1900,190002,12721601,100.0,1900127216011,32,47,155814700300,1,3,100.0,1,2,1,3,301,1,10,6,2,200,47,4700,47,4700,47,4700,2,3.0,4,999,0,Tennessee,Tennessee,Not in labor force / missing
1900,190002,6779801,100.0,1900067798011,32,28,82022809300,1,1,100.0,1,10,0,1,101,1,39,1,2,200,28,2800,28,2800,28,2800,1,99.0,4,39,20,Mississippi,Mississippi,Porters and janitors
1900,190002,435201,100.0,1900004352011,33,5,5420502702,1,1,100.0,1,0,0,1,101,1,38,1,2,200,5,500,1,100,22,2200,1,99.0,4,71,25,Arkansas,Arkansas,
1900,190002,12544201,100.0,1900125442011,31,45,153424506300,1,4,100.0,3,0,0,12,1203,2,24,6,2,200,45,4500,45,4500,13,1300,1,99.0,4,54,27,South Carolina,South Carolina,
1900,190002,12468001,101.0,1900124680011,31,45,152414502702,1,3,101.0,1,2,1,3,301,1,1,6,2,200,45,4500,45,4500,45,4500,1,99.0,0,999,0,South Carolina,South Carolina,Not in labor force / missing
1900,190002,9867401,100.0,1900098674011,31,37,121723716500,1,6,100.0,1,2,1,3,301,2,3,6,2,200,37,3700,37,3700,37,3700,1,99.0,0,999,0,North Carolina,North Carolina,Not in labor force / missing
1900,190002,1513201,101.0,1900015132011,31,13,18211303100,1,3,101.0,1,2,1,3,301,1,1,6,2,200,13,1300,37,3700,45,4500,1,99.0,0,999,0,Illinois,Illinois,Not in labor force / missing
1900,190002,1909501,101.0,1900019095011,31,13,22911331503,1,1,101.0,1,0,0,1,101,1,39,1,2,200,13,1300,13,1300,13,1300,1,99.0,4,5,14,Illinois,Illinois,Laborers (not farm)
1900,190002,4652301,100.0,1900046523011,33,22,56212202702,1,2,100.0,1,1,0,3,301,1,20,6,2,200,22,2200,1,100,22,2200,1,99.0,1,1,9,Louisiana,Louisiana,Farm laborers
1900,190002,4297801,100.0,1900042978011,32,21,51912106701,1,1,100.0,1,0,0,1,101,1,57,1,2,200,21,2100,21,2100,21,2100,1,99.0,1,39,20,Massachusetts,Massachusetts,Porters and janitors
1900,190002,1117401,101.0,1900011174011,11,9,13210900101,1,5,101.0,1,0,0,7,701,1,24,6,2,200,51,5100,51,5100,51,5100,1,99.0,4,65,24,,Virginia,
1900,190002,6725501,100.0,1900067255011,32,28,81312806701,1,4,100.0,1,2,1,3,301,1,4,6,2,200,28,2800,28,2800,28,2800,1,99.0,0,999,0,Mississippi,Mississippi,Not in labor force / missing
1900,190002,12466101,100.0,1900124661011,31,45,152324502701,1,1,100.0,1,0,0,1,101,1,49,1,2,200,45,4500,45,4500,45,4500,1,99.0,1,39,20,South Carolina,South Carolina,Porters and janitors
1900,190002,4778901,100.0,1900047789011,33,22,57622207300,1,1,100.0,1,0,0,1,101,1,25,1,2,200,22,2200,22,2200,22,2200,1,99.0,4,170,23,Louisiana,Louisiana,
1900,190002,10101501,100.0,1900101015011,21,39,124723902501,1,6,100.0,1,2,1,3,301,2,4,6,2,200,39,3900,37,3700,37,3700,1,99.0,0,999,0,Ohio,Ohio,Not in labor force / missing
1900,190002,6866701,101.0,1900068667011,32,28,83022814301,1,4,101.0,1,2,1,3,301,1,4,6,2,200,47,4700,21,2100,19,1900,1,99.0,0,999,0,Mississippi,Tennessee,Not in labor force / missing
1900,190002,298201,100.0,1900002982011,32,1,3620110702,1,2,100.0,1,1,0,3,301,1,15,6,2,200,1,100,1,100,1,100,2,2.0,1,1,9,Alabama,Alabama,Farm laborers
1900,190002,13539801,100.0,1900135398011,33,48,166224835100,1,3,100.0,1,2,1,3,301,2,15,6,2,200,48,4800,48,4800,48,4800,2,2.0,3,1,9,Texas,Texas,Farm laborers
1900,190002,13867601,100.0,1900138676011,31,51,170225103303,1,8,100.0,1,2,1,3,301,2,4,6,2,200,51,5100,51,5100,51,5100,1,99.0,0,999,0,Virginia,Virginia,Not in labor force / missing
1900,190002,9854301,101.0,1900098543011,31,37,121613715902,1,3,101.0,2,0,0,12,1202,1,20,6,2,200,37,3700,37,3700,37,3700,1,99.0,4,39,20,North Carolina,North Carolina,Porters and janitors
1900,190002,14036901,101.0,1900140369011,31,51,172415115301,1,5,101.0,1,0,0,9,901,2,11,6,2,200,51,5100,51,5100,51,5100,2,8.0,4,304,0,Virginia,Virginia,No occupation reported / retired
1900,190002,252901,101.0,1900002529011,32,1,3110109702,1,3,101.0,1,2,1,3,301,2,11,6,2,200,1,100,51,5100,1,100,2,8.0,4,304,0,Alabama,Alabama,No occupation reported / retired
1900,190002,5033501,100.0,1900050335011,31,24,60512400300,1,6,100.0,1,0,0,9,901,2,11,6,2,200,24,2400,24,2400,24,2400,1,99.0,1,999,0,Maryland,Maryland,Not in labor force / missing
1900,190002,6697201,101.0,1900066972011,32,28,81012804901,1,3,101.0,1,1,0,3,301,2,18,6,2,200,28,2800,28,2800,28,2800,1,99.0,4,1,9,Mississippi,Mississippi,Farm laborers
1900,190002,14145501,101.0,1900141455011,31,51,173825176002,2,2,101.0,2,0,0,12,1203,1,16,6,2,200,37,3700,51,5100,37,3700,1,99.0,4,257,20,Virginia,North Carolina,
1900,190002,6856301,100.0,1900068563011,32,28,82922813701,1,1,100.0,1,0,0,1,101,2,31,6,2,200,28,2800,28,2800,28,2800,1,99.0,4,29,16,Mississippi,Mississippi,Other laborers
1900,190002,424201,100.0,1900004242011,33,5,5310501903,1,2,100.0,1,0,0,2,201,2,22,1,2,200,5,500,5,500,5,500,1,99.0,4,999,0,Arkansas,Arkansas,Not in labor force / missing
1900,190002,11811401,101.0,1900118114011,12,42,144324209100,1,7,101.0,1,2,1,3,301,2,22,2,2,200,42,4200,42,4200,51,5100,1,99.0,4,999,0,Pennsylvania,Pennsylvania,Not in labor force / missing
1900,190002,4655601,100.0,1900046556011,33,22,56212202903,1,9,100.0,1,2,1,3,301,2,8,6,2,200,22,2200,22,2200,22,2200,1,99.0,0,999,0,Louisiana,Louisiana,Not in labor force / missing
1900,190002,12869801,101.0,1900128698011,32,47,157724707500,1,3,101.0,1,2,1,3,301,1,1,6,2,200,47,4700,47,4700,47,4700,1,99.0,0,999,0,Tennessee,Tennessee,Not in labor force / missing
1900,190002,1404401,100.0,1900014044011,31,12,16921204702,1,2,100.0,1,0,0,2,201,2,33,1,2,200,12,1200,45,4500,45,4500,1,99.0,1,999,0,Georgia,Georgia,Not in labor force / missing
1900,190002,5066801,101.0,1900050668011,31,24,60822451001,1,3,101.0,1,2,1,3,301,1,13,6,2,200,24,2400,24,2400,24,2400,1,99.0,4,999,0,Maryland,Maryland,Not in labor force / missing
1900,190002,1918101,101.0,1900019181011,31,13,23011332101,1,2,101.0,1,0,0,2,201,2,48,1,2,200,51,5100,51,5100,51,5100,1,99.0,1,999,0,Illinois,Virginia,Not in labor force / missing
1900,190002,6618901,100.0,1900066189011,32,28,80112800301,1,2,100.0,1,0,0,5,501,2,70,5,2,200,21,2100,37,3700,28,2800,1,99.0,1,1,9,Mississippi,Massachusetts,Farm laborers
1900,190002,5168701,100.0,1900051687011,31,24,62112401501,1,5,100.0,1,1,2,3,301,2,4,6,2,200,24,2400,24,2400,24,2400,1,99.0,0,999,0,Maryland,Maryland,Not in labor force / missing
1900,190002,13352501,100.0,1900133525011,33,48,164024818500,1,6,100.0,1,2,1,3,301,1,3,6,2,200,48,4800,48,4800,48,4800,1,99.0,0,999,0,Texas,Texas,Not in labor force / missing
1900,190002,568101,100.0,1900005681011,33,5,7010510302,1,6,100.0,1,2,1,3,301,2,11,6,2,200,5,500,13,1300,28,2800,1,99.0,1,999,0,Arkansas,Arkansas,Not in labor force / missing
1900,190002,5197901,100.0,1900051979011,31,24,62512402700,1,1,100.0,1,0,0,1,101,1,72,1,2,200,24,2400,24,2400,24,2400,1,99.0,1,1,9,Maryland,Maryland,Farm laborers
1900,190002,12593301,100.0,1900125933011,31,45,154014507901,1,4,100.0,1,2,1,3,301,2,16,6,2,200,45,4500,45,4500,45,4500,2,4.0,4,304,0,South Carolina,South Carolina,No occupation reported / retired
1900,190002,9641901,100.0,1900096419011,31,37,118823704101,1,4,100.0,1,2,1,3,301,2,23,6,2,200,37,3700,37,3700,37,3700,1,99.0,4,999,0,North Carolina,North Carolina,Not in labor force / missing
1900,190002,6865301,101.0,1900068653011,32,28,83022814301,1,4,101.0,1,2,1,3,301,1,11,6,2,200,28,2800,47,4700,47,4700,1,99.0,4,1,9,Mississippi,Mississippi,Farm laborers
1900,190002,13188701,101.0,1900131887011,33,48,161814806300,1,1,101.0,1,0,0,1,101,1,62,1,2,200,13,1300,13,1300,13,1300,1,99.0,1,5,14,Texas,Illinois,Laborers (not farm)
1900,190002,1769501,100.0,1900017695011,31,13,21311320900,1,1,100.0,1,0,0,1,101,1,31,5,2,200,13,1300,13,1300,13,1300,1,99.0,4,236,12,Illinois,Illinois,
1900,190002,12483401,100.0,1900124834011,31,45,152614503501,1,5,100.0,1,2,1,3,301,2,9,6,2,200,45,4500,45,4500,45,4500,2,2.0,0,999,0,South Carolina,South Carolina,Not in labor force / missing
1900,190002,165601,100.0,1900001656011,32,1,2020107302,1,1,100.0,1,0,0,1,101,1,30,1,2,200,1,100,1,100,1,100,1,99.0,4,207,24,Alabama,Alabama,Blacksmiths
1900,190002,12871001,100.0,1900128710011,32,47,157724707500,1,2,100.0,1,0,0,2,201,2,38,1,2,200,47,4700,1,100,47,4700,1,99.0,4,999,0,Tennessee,Tennessee,Not in labor force / missing
1900,190002,6794501,101.0,1900067945011,32,28,82212810102,1,7,101.0,1,2,1,3,301,1,8,6,2,200,28,2800,28,2800,28,2800,2,3.0,0,999,0,Mississippi,Mississippi,Not in labor force / missing
1900,190002,1484301,100.0,1900014843011,31,13,17811300902,1,2,100.0,1,1,0,3,301,2,19,6,2,200,13,1300,13,1300,13,1300,1,99.0,1,1,9,Illinois,Illinois,Farm laborers
1900,190002,1298101,100.0,1900012981011,31,10,15611000301,1,1,100.0,1,0,0,1,101,1,65,1,2,200,10,1000,10,1000,10,1000,1,99.0,1,39,20,,,Porters and janitors
1900,190002,1509301,100.0,1900015093011,31,13,18121302701,1,4,100.0,1,0,0,4,401,2,24,1,2,200,13,1300,13,1300,13,1300,1,99.0,4,999,0,Illinois,Illinois,Not in labor force / missing
1900,190002,8615101,100.0,1900086151011,12,36,104813604702,1,4,100.0,1,2,0,7,701,2,63,5,2,200,36,3600,36,3600,36,3600,1,99.0,4,206,12,New York,New York,Machinists and metal workers
1900,190002,6607601,100.0,1900066076011,32,28,79912800103,1,4,100.0,1,2,1,3,301,1,12,6,2,200,28,2800,28,2800,28,2800,2,1.0,1,1,9,Mississippi,Mississippi,Farm laborers
1900,190002,27301,100.0,1900000273011,32,1,410101102,1,6,100.0,1,2,1,3,303,1,12,6,2,200,1,100,1,100,1,100,1,99.0,1,1,9,Alabama,Alabama,Farm laborers
1900,190002,12499201,101.0,1900124992011,31,45,152814504102,1,4,101.0,1,2,1,3,301,2,17,6,2,200,45,4500,45,4500,45,4500,1,99.0,1,1,9,South Carolina,South Carolina,Farm laborers
1900,190002,6733001,100.0,1900067330011,32,28,81412807101,1,6,100.0,1,2,1,3,301,2,5,6,2,200,28,2800,28,2800,28,2800,2,2.0,0,999,0,Mississippi,Mississippi,Not in labor force / missing
1900,190002,297401,100.0,1900002974011,32,1,3620110702,1,5,100.0,1,4,0,8,801,2,16,6,2,200,1,100,1,100,1,100,1,99.0,1,1,9,Alabama,Alabama,Farm laborers
1900,190002,6787301,101.0,1900067873011,32,28,82112809501,1,2,101.0,1,0,0,2,201,2,30,1,2,200,28,2800,28,2800,28,2800,1,99.0,1,999,0,Mississippi,Mississippi,Not in labor force / missing
1900,190002,1719901,101.0,1900017199011,31,13,20711316300,1,4,101.0,1,2,1,3,301,2,5,6,2,200,13,1300,13,1300,13,1300,1,99.0,0,999,0,Illinois,Illinois,Not in labor force / missing
1900,190002,13496101,100.0,1900134961011,33,48,165724833100,1,1,100.0,1,0,0,1,101,1,63,1,2,200,51,5100,51,5100,51,5100,1,99.0,4,5,14,Texas,Virginia,Laborers (not farm)
1900,190002,12538301,100.0,1900125383011,31,45,153324505900,1,7,100.0,1,2,1,3,301,1,17,6,2,200,45,4500,45,4500,45,4500,2,2.0,3,1,9,South Carolina,South Carolina,Farm laborers
1900,190002,338901,100.0,1900003389011,32,1,4120112301,1,1,100.0,1,0,0,1,101,1,48,1,2,200,1,100,13,1300,1,100,1,99.0,1,5,14,Alabama,Alabama,Laborers (not farm)
1900,190002,6674601,100.0,1900066746011,32,28,80712803302,1,1,100.0,1,0,0,1,101,1,45,1,2,200,13,1300,13,1300,13,1300,1,99.0,1,5,14,Mississippi,Illinois,Laborers (not farm)
1900,190002,6359201,100.0,1900063592011,22,27,76712705302,4,1,100.0,1,0,0,1,101,1,42,6,2,200,51,5100,51,5100,51,5100,1,99.0,4,50,42,,Virginia,
1900,190002,6912001,100.0,1900069120011,32,28,83522816300,1,2,100.0,1,0,0,2,201,2,38,1,2,200,28,2800,51,5100,51,5100,1,99.0,4,40,4,Mississippi,Mississippi,Cook
