YEAR,SAMPLE,SERIAL,HHWT,CLUSTER,REGION,STATEFIP,STRATA,GQ,PERNUM,PERWT,FAMUNIT,MOMLOC,POPLOC,RELATE,RELATED,SEX,AGE,MARST,RACE,RACED,BPL,BPLD,MBPL,MBPLD,FBPL,FBPLD,SCHOOL,SCHLMNTH,LIT,OCC,OCCSCORE,StateName,BirthplaceName,OccupationTitle
1920,192001,18312001,111.12,1920183120011,31,45,170014505900,1,13,111.12,1,2,1,3,301,2,2,6,2,210,45,4500,45,4500,45,4500,1,,0,999,0,South Carolina,South Carolina,Not in labor force / missing
1920,192001,643001,97.69,1920006430011,33,5,6010503502,1,1,97.69,1,0,0,1,101,1,47,1,2,200,28,2800,28,2800,28,2800,1,,4,0,14,Arkansas,Mississippi,"Farmers, general"
1920,192001,13846901,108.36,1920138469011,31,37,129023704300,1,3,108.36,1,2,1,3,301,2,7,6,2,210,37,3700,37,3700,13,1300,2,,0,999,0,North Carolina,North Carolina,Not in labor force / missing
1920,192001,13960501,93.48,1920139605011,31,37,130123708100,1,3,93.48,1,0,0,7,701,2,40,6,2,200,37,3700,37,3700,37,3700,1,,1,922,4,North Carolina,North Carolina,Unemployed or seeking work
1920,192001,20630601,107.74,1920206306011,31,51,191615118101,1,6,107.74,1,2,1,3,301,2,17,6,2,200,51,5100,51,5100,51,5100,2,,4,960,6,Virginia,Virginia,Occupation not specified
1920,192001,2882301,80.73,1920028823011,31,13,25911313302,1,2,80.73,1,0,0,2,201,2,48,1,2,200,13,1300,13,1300,13,1300,1,,4,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,19945601,105.88,1920199456011,33,48,185124847102,1,1,105.88,1,0,0,1,101,1,62,1,2,200,48,4800,48,4800,48,4800,1,,1,0,14,Texas,Texas,"Farmers, general"
1920,192001,2347802,105.41,1920023478021,31,11,21111100101,1,2,105.41,1,0,0,2,201,2,24,1,2,210,51,5100,51,5100,51,5100,1,,4,999,0,,Virginia,Not in labor force / missing
1920,192001,11439602,102.15,1920114396021,12,34,104323401702,1,1,102.15,1,0,0,1,101,1,29,1,2,200,12,1200,12,1200,12,1200,1,,4,940,18,New Jersey,Georgia,
1920,192001,20307101,113.96,1920203071011,31,51,188625159000,2,3,113.96,3,0,0,12,1204,2,28,6,2,200,51,5100,51,5100,51,5100,1,,4,426,23,Virginia,Virginia,
1920,192001,9831201,75.83,1920098312011,32,28,89812815701,1,9,75.83,1,2,1,3,301,1,4,6,2,200,28,2800,28,2800,28,2800,1,,0,999,0,Mississippi,Mississippi,Not in labor force / missing
1920,192001,18385001,93.89,1920183850011,31,45,170714507900,1,5,93.89,1,2,1,3,301,1,13,6,2,210,45,4500,45,4500,45,4500,2,,4,999,0,South Carolina,South Carolina,Not in labor force / missing
1920,192001,10549601,105.22,1920105496011,22,29,96022951002,1,2,105.22,1,0,0,2,201,2,20,1,2,210,29,2900,29,2900,29,2900,1,,4,999,0,Missouri,Missouri,Not in labor force / missing
1920,192001,9556901,100.63,1920095569011,32,28,87322802702,1,1,100.63,1,0,0,1,101,1,26,1,2,200,28,2800,28,2800,28,2800,1,,4,0,14,Mississippi,Mississippi,"Farmers, general"
1920,192001,6969901,98.78,1920069699011,33,22,62312207101,1,6,98.78,1,2,1,3,301,1,19,6,2,200,22,2200,22,2200,22,2200,2,,4,999,0,Louisiana,Louisiana,Not in labor force / missing
1920,192001,6835801,99.35,1920068358011,33,22,61112203301,1,4,99.35,1,2,1,3,301,1,2,6,2,200,22,2200,22,2200,22,2200,1,,0,999,0,Louisiana,Louisiana,Not in labor force / missing
1920,192001,13984201,142.95,1920139842011,31,37,130323709302,1,3,142.95,1,2,0,9,901,2,14,6,2,200,37,3700,37,3700,37,3700,2,,4,999,0,North Carolina,North Carolina,Not in labor force / missing
1920,192001,9662001,100.63,1920096620011,32,28,88312808302,1,2,100.63,1,0,0,2,201,2,25,1,2,200,28,2800,28,2800,22,2200,1,,4,12,14,Mississippi,Mississippi,Waiters and related
1920,192001,310201,78.17,1920003102011,32,1,2920108501,1,9,78.17,1,2,1,3,301,2,7,6,2,200,1,100,1,100,1,100,2,,0,999,0,Alabama,Alabama,Not in labor force / missing
1920,192001,3142801,110.35,1920031428011,31,13,28311329901,1,3,110.35,3,0,0,12,1204,1,22,6,2,200,13,1300,13,1300,13,1300,1,,4,940,18,Illinois,Illinois,
1920,192001,44001,94.34,1920000440011,32,1,420101301,1,1,94.34,1,0,0,1,101,2,28,5,2,200,1,100,1,100,1,100,1,,4,960,6,Alabama,Alabama,Occupation not specified
1920,192001,2423001,100.83,1920024230011,31,12,21811203100,1,5,100.83,4,0,0,12,1204,1,30,6,2,200,37,3700,37,3700,37,3700,1,,4,140,34,Georgia,North Carolina,
1920,192001,684601,89.25,1920006846011,33,5,6410505300,1,3,89.25,1,0,0,2,201,2,27,1,2,200,5,500,45,4500,45,4500,1,,4,999,0,Arkansas,Arkansas,Not in labor force / missing
1920,192001,6835801,99.35,1920068358011,33,22,61112203301,1,5,99.35,1,2,1,3,301,2,0,6,2,200,22,2200,22,2200,22,2200,1,,0,999,0,Louisiana,Louisiana,Not in labor force / missing
1920,192001,25201,96.29,1920000252011,32,1,310100500,1,16,96.29,1,5,0,9,901,1,7,6,2,200,1,100,1,100,1,100,1,,0,999,0,Alabama,Alabama,Not in labor force / missing
1920,192001,19269201,98.16,1920192692011,33,48,178824808502,1,7,98.16,1,2,1,3,301,2,5,6,2,200,5,500,5,500,5,500,1,,0,999,0,Texas,Arkansas,Not in labor force / missing
1920,192001,11168501,101.71,1920111685011,12,34,101513400102,1,1,101.71,1,0,0,1,101,1,33,1,2,200,45,4500,99,9900,45,4500,1,,4,711,27,New Jersey,South Carolina,
1920,192001,2623601,92.0,1920026236011,31,13,23611302101,1,2,92.0,1,0,0,2,201,2,40,1,2,200,13,1300,13,1300,13,1300,1,,4,922,4,Illinois,Illinois,Unemployed or seeking work
1920,192001,285101,98.89,1920002851011,32,1,2710107702,1,2,98.89,1,0,0,2,201,2,22,1,2,200,1,100,1,100,1,100,1,,4,10,4,Alabama,Alabama,Servants
1920,192001,716801,99.22,1920007168011,33,5,6710506901,1,2,99.22,1,0,0,2,201,2,25,1,2,200,5,500,5,500,5,500,1,,4,999,0,Arkansas,Arkansas,Not in labor force / missing
1920,192001,7056301,88.52,1920070563011,33,22,63022209701,1,14,88.52,1,2,1,3,301,2,2,6,2,200,22,2200,22,2200,22,2200,1,,0,999,0,Louisiana,Louisiana,Not in labor force / missing
1920,192001,3031301,102.41,1920030313011,31,13,27311322101,1,8,102.41,1,2,1,3,301,2,0,6,2,210,13,1300,13,1300,13,1300,1,,0,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,87302,95.46,1920000873021,32,1,820103102,1,1,95.46,1,0,0,1,101,2,35,6,2,200,1,100,1,100,1,100,1,,1,922,15,Alabama,Alabama,Unemployed or seeking work
1920,192001,7305701,93.55,1920073057011,31,24,65412400300,1,2,93.55,1,0,0,8,801,1,27,2,2,200,24,2400,24,2400,24,2400,1,,4,858,26,Maryland,Maryland,
1920,192001,9827601,98.12,1920098276011,32,28,89722814902,1,2,98.12,1,0,0,2,201,2,26,1,2,200,28,2800,28,2800,28,2800,1,,4,999,0,Mississippi,Mississippi,Not in labor force / missing
1920,192001,496101,97.2,1920004961011,41,4,4710400300,1,1,97.2,1,0,0,1,101,2,27,2,2,200,1,100,1,100,1,100,1,,4,999,0,,Alabama,Not in labor force / missing
1920,192001,13172401,100.6,1920131724011,12,36,122623606100,1,3,100.6,2,0,0,12,1213,2,17,6,2,200,13,1300,13,1300,13,1300,1,,4,999,6,New York,Illinois,Not in labor force / missing
1920,192001,14090401,89.02,1920140904011,31,37,131413713500,1,3,89.02,1,2,1,3,301,2,24,6,2,200,37,3700,37,3700,37,3700,1,,4,960,6,North Carolina,North Carolina,Occupation not specified
1920,192001,2632101,101.26,1920026321011,31,13,23621302302,1,3,101.26,1,1,0,3,301,2,15,6,2,210,13,1300,13,1300,13,1300,1,,4,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,7040702,99.19,1920070407021,33,22,62912209301,1,1,99.19,1,0,0,1,101,1,35,1,2,200,22,2200,22,2200,22,2200,1,,4,148,24,Louisiana,Louisiana,
1920,192001,17527601,101.1,1920175276011,12,42,162324210101,1,4,101.1,1,0,0,10,1031,2,10,6,2,200,24,2400,51,5100,24,2400,2,,4,999,0,Pennsylvania,Maryland,Not in labor force / missing
1920,192001,20382101,85.41,1920203821011,31,51,189325183001,1,4,85.41,1,0,3,9,901,2,10,6,2,210,51,5100,51,5100,51,5100,2,,4,999,0,Virginia,Virginia,Not in labor force / missing
1920,192001,19082901,123.77,1920190829011,32,47,177124718901,1,2,123.77,1,0,0,2,201,2,30,1,2,200,47,4700,47,4700,47,4700,1,,4,999,0,Tennessee,Tennessee,Not in labor force / missing
1920,192001,20572001,101.04,1920205720011,31,51,191025176002,1,2,101.04,1,1,0,3,301,2,6,6,2,200,51,5100,99,9900,99,9900,2,,0,999,0,Virginia,Virginia,Not in labor force / missing
1920,192001,18404401,103.21,1920184044011,31,45,170824508102,1,1,103.21,1,0,0,1,101,1,23,1,2,200,45,4500,45,4500,45,4500,1,,4,0,14,South Carolina,South Carolina,"Farmers, general"
1920,192001,620301,98.16,1920006203011,33,5,5810502901,1,5,98.16,1,2,1,3,301,2,0,6,2,200,5,500,5,500,5,500,1,,0,999,0,Arkansas,Arkansas,Not in labor force / missing
1920,192001,2462901,117.82,1920024629011,31,12,22111206302,1,3,117.82,1,2,1,3,301,2,1,6,2,200,12,1200,12,1200,12,1200,1,,0,999,0,Georgia,Georgia,Not in labor force / missing
1920,192001,205501,104.69,1920002055011,32,1,1920106501,1,2,104.69,1,0,0,2,201,2,33,1,2,200,1,100,1,100,1,100,1,,1,10,4,Alabama,Alabama,Servants
1920,192001,4961301,103.89,1920049613011,21,18,45221809700,1,3,103.89,1,2,1,3,301,1,24,6,2,200,18,1800,37,3700,13,1300,1,,4,386,28,,,
1920,192001,15689301,106.64,1920156893011,33,40,145524001700,1,2,106.64,1,0,0,2,201,2,26,1,2,200,47,4700,47,4700,47,4700,1,,4,999,0,Oklahoma,Tennessee,Not in labor force / missing
1920,192001,689001,98.44,1920006890011,33,5,6420505700,1,2,98.44,1,0,0,2,201,2,29,1,2,200,5,500,5,500,5,500,1,,4,999,0,Arkansas,Arkansas,Not in labor force / missing
1920,192001,6840301,93.51,1920068403011,33,22,61122203700,1,8,93.51,1,2,1,3,301,2,2,6,2,200,22,2200,22,2200,22,2200,1,,0,999,0,Louisiana,Louisiana,Not in labor force / missing
1920,192001,20315901,104.08,1920203159011,31,51,188715106302,1,9,104.08,1,2,1,3,301,2,1,6,2,210,51,5100,51,5100,51,5100,1,,0,999,0,Virginia,Virginia,Not in labor force / missing
1920,192001,19852701,116.93,1920198527011,33,48,184314840100,1,12,116.93,2,0,0,12,1202,1,17,6,2,200,48,4800,48,4800,48,4800,1,,4,10,4,Texas,Texas,Servants
1920,192001,9784901,100.63,1920097849011,32,28,89412813302,1,5,100.63,1,2,1,3,301,1,10,6,2,200,28,2800,28,2800,28,2800,2,,4,999,0,Mississippi,Mississippi,Not in labor force / missing
1920,192001,9483402,92.04,1920094834021,32,28,86812800100,1,7,92.04,1,2,1,3,301,1,9,6,2,210,28,2800,22,2200,22,2200,2,,0,999,0,Mississippi,Mississippi,Not in labor force / missing
1920,192001,2375601,104.58,1920023756011,31,12,21411200100,1,4,104.58,1,2,1,3,301,2,12,6,2,200,12,1200,12,1200,12,1200,2,,1,999,0,Georgia,Georgia,Not in labor force / missing
1920,192001,6834001,99.35,1920068340011,33,22,61112203300,1,5,99.35,1,2,1,3,301,2,6,6,2,210,22,2200,22,2200,22,2200,2,,0,999,0,Louisiana,Louisiana,Not in labor force / missing
1920,192001,20260101,126.65,1920202601011,31,51,188125102502,1,9,126.65,1,1,0,3,301,2,0,6,2,210,51,5100,51,5100,51,5100,1,,0,999,0,Virginia,Virginia,Not in labor force / missing
1920,192001,6783901,101.77,1920067839011,33,22,60622201901,1,6,101.77,1,5,0,9,901,1,4,6,2,200,22,2200,22,2200,22,2200,1,,0,999,0,Louisiana,Louisiana,Not in labor force / missing
1920,192001,19189601,90.06,1920191896011,33,48,178124804101,1,1,90.06,1,0,0,1,101,1,20,1,2,200,48,4800,48,4800,48,4800,1,,1,0,14,Texas,Texas,"Farmers, general"
1920,192001,15541001,93.55,1920155410011,21,39,144313915502,4,8,93.55,8,0,0,12,1202,1,38,2,2,200,37,3700,37,3700,37,3700,1,,1,258,20,Ohio,North Carolina,
1920,192001,8901,88.0,1920000089011,32,1,120100701,1,1,88.0,1,0,0,1,101,1,48,1,2,200,1,100,1,100,45,4500,1,,4,80,24,Alabama,Alabama,Teacher
1920,192001,9728401,92.61,1920097284011,32,28,88912810302,1,8,92.61,1,2,1,3,301,2,6,6,2,210,28,2800,28,2800,28,2800,1,,0,999,0,Mississippi,Mississippi,Not in labor force / missing
1920,192001,8822101,100.17,1920088221011,21,26,80412616301,1,9,100.17,1,2,1,3,301,1,0,6,2,200,26,2600,45,4500,45,4500,1,,0,999,0,,,Not in labor force / missing
1920,192001,10464501,105.22,1920104645011,22,29,95212951002,1,2,105.22,1,0,0,2,201,2,20,1,2,200,47,4700,47,4700,47,4700,1,,4,999,0,Missouri,Tennessee,Not in labor force / missing
1920,192001,2714901,94.75,1920027149011,31,13,24411306500,1,2,94.75,1,0,0,2,201,2,32,1,2,210,13,1300,13,1300,13,1300,1,,4,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,2687301,97.3,1920026873011,31,13,24121305101,1,2,97.3,1,0,0,2,201,2,35,1,2,200,45,4500,45,4500,45,4500,1,,4,999,0,Illinois,South Carolina,Not in labor force / missing
1920,192001,9513301,100.63,1920095133011,32,28,87022801100,1,2,100.63,1,0,0,2,201,2,40,1,2,200,28,2800,28,2800,28,2800,1,,4,10,14,Mississippi,Mississippi,Servants
1920,192001,23601,96.29,1920000236011,32,1,220100502,1,5,96.29,1,2,1,3,301,1,6,6,2,200,1,100,1,100,13,1300,1,,0,999,0,Alabama,Alabama,Not in labor force / missing
1920,192001,9648901,101.33,1920096489011,32,28,88212807300,1,1,101.33,1,0,0,1,101,1,40,5,2,200,28,2800,28,2800,28,2800,1,,1,356,20,Mississippi,Mississippi,
1920,192001,20294601,113.86,1920202946011,31,51,188515104102,1,3,113.86,1,2,1,3,301,1,18,6,2,200,51,5100,51,5100,51,5100,1,,4,196,20,Virginia,Virginia,Railroad workers
1920,192001,9511301,100.63,1920095113011,32,28,87022801100,1,4,100.63,1,2,1,3,301,2,16,6,2,200,28,2800,13,1300,13,1300,1,,4,999,0,Mississippi,Mississippi,Not in labor force / missing
1920,192001,20540401,92.92,1920205404011,31,51,190815116101,1,6,92.92,1,2,1,3,301,2,6,6,2,200,51,5100,51,5100,51,5100,1,,0,999,0,Virginia,Virginia,Not in labor force / missing
1920,192001,96501,87.51,1920000965011,32,1,920103500,1,4,87.51,1,2,1,3,301,2,14,6,2,200,1,100,1,100,1,100,2,,4,999,0,Alabama,Alabama,Not in labor force / missing
1920,192001,2633101,101.26,1920026331011,31,13,23621302302,1,3,101.26,1,2,1,3,301,1,12,6,2,200,13,1300,13,1300,13,1300,1,,1,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,3084901,122.32,1920030849011,31,13,27811327101,1,3,122.32,1,2,1,3,301,2,6,6,2,200,13,1300,13,1300,13,1300,2,,0,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,3016301,102.41,1920030163011,31,13,27121321902,1,3,102.41,1,2,1,3,301,1,16,6,2,210,13,1300,13,1300,13,1300,1,,4,10,4,Illinois,Illinois,Servants
1920,192001,6913101,105.18,1920069131011,33,22,61812206902,1,2,105.18,1,0,0,2,201,2,46,1,2,200,22,2200,22,2200,22,2200,1,,3,12,9,Louisiana,Louisiana,Waiters and related
1920,192001,18225801,99.08,1920182258011,31,45,169114502702,1,8,99.08,1,2,1,3,301,1,3,6,2,200,45,4500,45,4500,45,4500,1,,0,999,0,South Carolina,South Carolina,Not in labor force / missing
1920,192001,11167701,101.71,1920111677011,12,34,101513400102,2,3,101.71,1,2,1,3,302,2,15,6,2,200,34,3400,99,9900,99,9900,2,,4,999,0,New Jersey,New Jersey,Not in labor force / missing
1920,192001,7030801,97.54,1920070308011,33,22,62812208302,1,2,97.54,1,1,0,3,301,1,17,6,2,200,22,2200,22,2200,22,2200,1,,4,12,9,Louisiana,Louisiana,Waiters and related
1920,192001,14207901,107.36,1920142079011,31,37,132523718301,1,2,107.36,1,0,0,2,201,2,32,1,2,200,37,3700,37,3700,37,3700,1,,4,999,0,North Carolina,North Carolina,Not in labor force / missing
1920,192001,18207901,111.66,1920182079011,31,45,168924502301,1,1,111.66,1,0,0,1,101,1,35,1,2,200,45,4500,45,4500,45,4500,1,,4,148,24,South Carolina,South Carolina,
1920,192001,2593101,89.76,1920025931011,31,13,23311300702,1,4,89.76,1,2,1,3,301,1,1,6,2,200,13,1300,13,1300,13,1300,1,,0,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,20578301,101.04,1920205783011,31,51,191115176002,1,2,101.04,2,0,0,12,1203,2,32,6,2,210,51,5100,51,5100,51,5100,1,,4,922,4,Virginia,Virginia,Unemployed or seeking work
1920,192001,13117401,100.6,1920131174011,12,36,122123606100,1,1,100.6,1,0,0,1,101,1,49,1,2,200,51,5100,51,5100,51,5100,1,,4,948,11,New York,Virginia,
1920,192001,2841401,102.41,1920028414011,31,13,25511310501,1,1,102.41,1,0,0,1,101,1,29,1,2,200,13,1300,13,1300,13,1300,1,,4,726,20,Illinois,Illinois,House cleaners
1920,192001,7069801,103.74,1920070698011,33,22,63212210300,1,6,103.74,1,2,1,3,301,2,10,6,2,200,22,2200,22,2200,22,2200,2,,4,999,0,Louisiana,Louisiana,Not in labor force / missing
1920,192001,2948001,107.96,1920029480011,31,13,26511317702,1,2,107.96,1,0,0,2,201,2,23,1,2,210,13,1300,13,1300,13,1300,1,,4,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,19107201,95.17,1920191072011,33,48,177414802100,1,3,95.17,2,0,0,12,1211,2,33,4,2,200,48,4800,48,4800,48,4800,1,,4,954,6,Texas,Texas,Unclassifiable occupation
1920,192001,18265301,117.57,1920182653011,31,45,169514503902,1,3,117.57,1,2,1,3,301,2,8,6,2,200,45,4500,45,4500,45,4500,2,,0,999,0,South Carolina,South Carolina,Not in labor force / missing
1920,192001,13978101,99.24,1920139781011,31,37,130313708301,1,7,99.24,1,2,1,3,301,2,17,6,2,200,37,3700,37,3700,37,3700,2,,4,999,0,North Carolina,North Carolina,Not in labor force / missing
1920,192001,2831501,92.85,1920028315011,31,13,25411310902,1,1,92.85,1,0,0,1,101,1,40,1,2,200,13,1300,13,1300,13,1300,1,,4,0,14,Illinois,Illinois,"Farmers, general"
1920,192001,387701,98.84,1920003877011,32,1,3710110101,1,2,98.84,1,0,0,2,201,2,49,1,2,200,1,100,1,100,1,100,1,,1,999,0,Alabama,Alabama,Not in labor force / missing
1920,192001,2675701,97.3,1920026757011,31,13,24021305101,1,1,97.3,1,0,0,1,101,1,28,1,2,200,45,4500,45,4500,45,4500,1,,1,478,34,Illinois,South Carolina,
1920,192001,2715201,94.75,1920027152011,31,13,24411306500,1,2,94.75,1,1,0,3,301,2,19,6,2,200,13,1300,13,1300,13,1300,1,,4,922,4,Illinois,Illinois,Unemployed or seeking work
1920,192001,3178101,97.4,1920031781011,31,13,28611332102,1,4,97.4,1,2,1,3,301,2,6,6,2,200,13,1300,13,1300,13,1300,2,,0,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,18180701,91.33,1920181807011,31,45,168624501502,1,2,91.33,1,0,0,2,201,2,54,1,2,200,45,4500,45,4500,45,4500,1,,1,999,0,South Carolina,South Carolina,Not in labor force / missing
1920,192001,2380002,104.58,1920023800021,31,12,21411200102,1,1,104.58,1,0,0,1,101,1,52,1,2,200,37,3700,37,3700,37,3700,1,,4,356,20,Georgia,North Carolina,
1920,192001,6769701,103.51,1920067697011,33,22,60512200902,1,3,103.51,1,2,1,3,301,1,24,6,2,200,22,2200,22,2200,22,2200,1,,1,999,0,Louisiana,Louisiana,Not in labor force / missing
1920,192001,18990301,98.89,1920189903011,32,47,176324715702,1,2,98.89,1,0,0,2,201,2,23,1,2,200,28,2800,28,2800,28,2800,1,,4,999,0,Tennessee,Mississippi,Not in labor force / missing
1920,192001,11764701,93.59,1920117647011,41,35,107723503501,1,1,93.59,1,0,0,1,101,1,38,1,2,210,35,3500,35,3500,99,9900,1,,4,0,14,,,"Farmers, general"
1920,192001,18620101,152.85,1920186201011,32,47,173024701500,1,2,152.85,1,1,0,3,301,1,12,6,2,200,47,4700,47,4700,47,4700,2,,4,999,0,Tennessee,Tennessee,Not in labor force / missing
1920,192001,2815101,96.05,1920028151011,31,13,25311312100,1,3,96.05,1,2,1,3,301,2,14,6,2,200,13,1300,13,1300,13,1300,2,,4,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,18187901,113.2,1920181879011,31,45,168724501902,1,2,113.2,1,0,0,2,201,2,24,1,2,200,45,4500,45,4500,45,4500,1,,1,922,4,South Carolina,South Carolina,Unemployed or seeking work
1920,192001,19205501,100.23,1920192055011,33,48,178314805500,1,3,100.23,1,0,0,5,501,1,61,5,2,200,48,4800,28,2800,28,2800,1,,1,999,0,Texas,Texas,Not in labor force / missing
1920,192001,12993203,100.6,1920129932031,12,36,120913606102,6,1,100.6,1,0,0,12,1203,1,33,2,2,200,45,4500,45,4500,45,4500,1,,4,946,11,New York,South Carolina,
1920,192001,19842301,131.75,1920198423011,33,48,184214839500,1,2,131.75,1,0,0,2,201,2,26,1,2,200,48,4800,99,9900,1,100,1,,4,10,4,Texas,Texas,Servants
1920,192001,386301,98.84,1920003863011,32,1,3710110100,1,7,98.84,1,2,1,3,301,2,13,6,2,200,1,100,1,100,1,100,2,,4,999,0,Alabama,Alabama,Not in labor force / missing
1920,192001,19650301,104.15,1920196503011,33,48,182324824500,1,2,104.15,1,1,0,3,301,2,16,1,2,200,22,2200,22,2200,22,2200,1,,4,999,0,Texas,Louisiana,Not in labor force / missing
1920,192001,18135801,103.1,1920181358011,31,45,168224500302,1,1,103.1,1,3,0,1,101,1,39,5,2,200,45,4500,45,4500,45,4500,1,,4,94,24,South Carolina,South Carolina,
1920,192001,3423402,100.18,1920034234021,21,17,30711703102,1,2,100.18,1,0,0,2,201,2,37,1,2,210,22,2200,22,2200,22,2200,1,,4,999,0,Kentucky,Louisiana,Not in labor force / missing
1920,192001,14158101,102.7,1920141581011,31,37,132023715902,1,1,102.7,1,0,0,1,101,1,42,5,2,200,37,3700,37,3700,37,3700,1,,1,0,14,North Carolina,North Carolina,"Farmers, general"
1920,192001,3170501,105.72,1920031705011,31,13,28521331701,1,3,105.72,1,2,1,3,301,2,18,6,2,210,13,1300,13,1300,13,1300,1,,4,10,4,Illinois,Illinois,Servants
1920,192001,2302801,105.41,1920023028011,31,11,20621100100,1,2,105.41,1,0,0,2,201,2,26,1,2,200,51,5100,51,5100,51,5100,1,,4,922,4,,Virginia,Unemployed or seeking work
1920,192001,434601,95.76,1920004346011,32,1,4110111902,1,4,95.76,1,2,1,3,301,2,14,6,2,200,28,2800,1,100,28,2800,2,,4,999,0,Alabama,Mississippi,Not in labor force / missing
1920,192001,3010501,102.41,1920030105011,31,13,27111321101,1,3,102.41,1,1,0,3,301,2,20,2,2,200,13,1300,13,1300,13,1300,1,,4,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,18680701,97.05,1920186807011,32,47,173524703702,1,2,97.05,1,0,0,2,201,2,25,1,2,200,47,4700,47,4700,47,4700,1,,4,999,0,Tennessee,Tennessee,Not in labor force / missing
1920,192001,6343701,108.33,1920063437011,32,21,56712105900,1,1,108.33,1,0,0,1,101,2,17,2,2,200,21,2100,21,2100,21,2100,1,,4,922,4,Massachusetts,Massachusetts,Unemployed or seeking work
1920,192001,2638601,89.22,1920026386011,31,13,23711302702,1,14,89.22,1,1,2,3,301,2,27,6,2,200,13,1300,13,1300,13,1300,1,,4,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,19651601,104.15,1920196516011,33,48,182324824501,1,2,104.15,1,0,0,2,201,2,31,1,2,200,22,2200,22,2200,22,2200,1,,1,999,0,Texas,Louisiana,Not in labor force / missing
1920,192001,19702301,81.63,1920197023011,33,48,182824828900,1,8,81.63,2,0,0,12,1211,1,17,6,2,200,48,4800,48,4800,48,4800,1,,4,960,6,Texas,Texas,Occupation not specified
1920,192001,19231601,108.06,1920192316011,33,48,178524806701,1,7,108.06,1,2,0,9,901,1,14,6,2,200,48,4800,48,4800,48,4800,2,,4,10,4,Texas,Texas,Servants
1920,192001,19561001,99.02,1920195610011,33,48,181514820100,1,3,99.02,1,2,1,3,301,2,11,6,2,210,40,4000,48,4800,22,2200,2,,4,999,0,Texas,Oklahoma,Not in labor force / missing
1920,192001,2749501,100.07,1920027495011,31,13,24711308101,1,3,100.07,1,1,0,3,301,1,12,6,2,200,13,1300,13,1300,13,1300,2,,4,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,2971801,109.6,1920029718011,31,13,26721318901,1,6,109.6,1,1,0,3,301,1,6,6,2,200,13,1300,13,1300,13,1300,2,,0,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,14238001,101.48,1920142380011,31,37,132823719100,1,9,101.48,1,2,1,3,301,2,11,6,2,200,37,3700,37,3700,37,3700,2,,4,999,0,North Carolina,North Carolina,Not in labor force / missing
1920,192001,9497901,99.94,1920094979011,32,28,86912801502,1,7,99.94,1,2,1,3,301,2,15,6,2,210,28,2800,28,2800,28,2800,2,,4,999,0,Mississippi,Mississippi,Not in labor force / missing
1920,192001,10467501,105.22,1920104675011,22,29,95222951001,1,2,105.22,2,0,0,12,1212,2,44,5,2,200,28,2800,28,2800,28,2800,1,,1,960,6,Missouri,Mississippi,Occupation not specified
1920,192001,2738201,123.34,1920027382011,31,13,24611307301,1,7,123.34,1,6,0,10,1031,2,1,6,2,210,13,1300,13,1300,13,1300,1,,0,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,53401,98.8,1920000534011,32,1,520101500,4,3,98.8,1,1,2,3,301,1,15,6,2,200,1,100,51,5100,13,1300,2,,4,132,21,Alabama,Alabama,
1920,192001,3031901,102.41,1920030319011,31,13,27311322101,1,3,102.41,1,2,1,3,301,2,0,6,2,200,13,1300,13,1300,13,1300,1,,0,999,0,Illinois,Illinois,Not in labor force / missing
1920,192001,759701,120.14,1920007597011,33,5,7020508500,1,3,120.14,1,2,1,3,301,1,5,6,2,200,5,500,5,500,5,500,1,,0,999,0,Arkansas,Arkansas,Not in labor force / missing
1920,192001,9710001,99.94,1920097100011,32,28,88722809301,1,5,99.94,1,2,1,3,301,2,13,6,2,210,28,2800,28,2800,28,2800,2,,4,999,0,Mississippi,Mississippi,Not in labor force / missing
1920,192001,29101,96.29,1920000291011,32,1,310100502,1,1,96.29,1,0,0,1,101,1,65,1,2,200,1,100,1,100,1,100,1,,1,0,14,Alabama,Alabama,"Farmers, general"
1920,192001,18224701,99.08,1920182247011,31,45,169114502701,1,1,99.08,1,0,0,1,101,1,40,1,2,200,45,4500,45,4500,45,4500,1,,1,0,14,South Carolina,South Carolina,"Farmers, general"
1920,192001,14177801,93.41,1920141778011,31,37,132223716501,1,7,93.41,1,5,0,10,1031,1,3,6,2,200,37,3700,37,3700,37,3700,1,,0,999,0,North Carolina,North Carolina,Not in labor force / missing
1920,192001,432201,95.76,1920004322011,32,1,4110111901,1,2,95.76,1,0,0,2,201,2,26,1,2,210,1,100,1,100,1,100,1,,4,10,4,Alabama,Alabama,Servants
